idcl;identifier;version number;publication date;revision number;coded name;preferred name;definition;note;iso language code;iso country code;remark;level;mksubclass;mksynonym;mkbsa
AKM760002;AKM760;2;27.09.2004;1;24281004;Window warning bird;;;en;EN;;4;0;s;2
AKM761002;AKM761;2;27.09.2004;1;24281005;Jubilee sticker;;;en;EN;;4;0;s;2
AKM762002;AKM762;2;27.09.2004;1;24281006;Poetry sticker, decorative sticker;;;en;EN;;4;0;s;2
AKM763002;AKM763;2;27.09.2004;1;24281007;Sticker;;;en;EN;;4;0;s;2
AKM764002;AKM764;2;27.09.2004;1;24281008;Tattoo label;;;en;EN;;4;0;s;2
AKM765002;AKM765;2;27.09.2004;1;24281009;Saying label;;;en;EN;;4;0;s;2
AKF537002;AKF537;2;27.09.2004;1;24281090;Household- and decorative sticker (unclassified);;;en;EN;;4;0;;
AKP142002;AKP142;2;27.09.2004;1;24281100;POS display, label (filled);;;en;EN;;3;1;;
AKP143002;AKP143;2;27.09.2004;1;24281190;POS display, label (filled, unclassified);;;en;EN;;4;0;;2
AKP144002;AKP144;2;27.09.2004;1;24281200;Goods package, label;;;en;EN;;3;1;;
AKP145002;AKP145;2;27.09.2004;1;24281290;Goods package, label (unclassified);;;en;EN;;4;0;;2
AKF538002;AKF538;2;27.09.2004;1;24290000;Filing system, storage system;;;en;EN;;2;1;;
AKF539002;AKF539;2;27.09.2004;1;24290100;Lever arch file;;;en;EN;;3;1;;
AKM766002;AKM766;2;27.09.2004;1;24290101;Lever arch file;;;en;EN;;4;0;s;2
AKM767002;AKM767;2;27.09.2004;1;24290102;Double file folder;;;en;EN;;4;0;s;2
AKF540002;AKF540;2;27.09.2004;1;24290190;Lever arch file (unclassified);;;en;EN;;4;0;;
AKF541002;AKF541;2;27.09.2004;1;24290200;File accessory;;;en;EN;;3;1;;
AKM768002;AKM768;2;27.09.2004;1;24290201;Pressure bar;;;en;EN;;4;0;s;2
AKM769002;AKM769;2;27.09.2004;1;24290202;File mechanic for lever arch file;;;en;EN;;4;0;s;2
AKF542002;AKF542;2;27.09.2004;1;24290290;File accessory (unclassified);;;en;EN;;4;0;;
AKF543002;AKF543;2;27.09.2004;1;24290300;Devider, index sheet;;;en;EN;;3;1;;
AKM770002;AKM770;2;27.09.2004;1;24290301;File index;;;en;EN;;4;0;s;2
AKM771002;AKM771;2;27.09.2004;1;24290302;PC file index;;;en;EN;;4;0;s;2
AKM772002;AKM772;2;27.09.2004;1;24290303;Index serie;;;en;EN;;4;0;s;2
AKM773002;AKM773;2;27.09.2004;1;24290304;Index for punched pockets;;;en;EN;;4;0;s;2
AKM774002;AKM774;2;27.09.2004;1;24290305;PC index for punched pockets;;;en;EN;;4;0;s;2
AKM775002;AKM775;2;27.09.2004;1;24290306;Cover sheet;;;en;EN;;4;0;s;2
AAY062004;AAY062;4;27.09.2004;1;24290307;Separator sheet;;;en;EN;;4;0;s;2
AKM776002;AKM776;2;27.09.2004;1;24290308;Separating strip;;;en;EN;;4;0;s;2
AKF544002;AKF544;2;27.09.2004;1;24290390;Devider, index sheet (unclassified);;;en;EN;;4;0;;
AKF545002;AKF545;2;27.09.2004;1;24290400;Spine label;;;en;EN;;3;1;;
AKM777002;AKM777;2;27.09.2004;1;24290401;Cardboard spine label;;;en;EN;;4;0;s;2
AKM778002;AKM778;2;27.09.2004;1;24290402;PC spine label;;;en;EN;;4;0;s;2
AKM779002;AKM779;2;27.09.2004;1;24290403;Paper spine labels (self-adhesive);;;en;EN;;4;0;s;2
AKM780002;AKM780;2;27.09.2004;1;24290404;PC spine label (self-adhesive);;;en;EN;;4;0;s;2
AKM781002;AKM781;2;27.09.2004;1;24290405;Index label;;;en;EN;;4;0;s;2
AKF546002;AKF546;2;27.09.2004;1;24290490;Spine label (unclassified);;;en;EN;;4;0;;
AKF547002;AKF547;2;27.09.2004;1;24290500;Suspension filing system;;;en;EN;;3;1;;
AKM782002;AKM782;2;27.09.2004;1;24290501;Suspension binder;;;en;EN;;4;0;s;2
AKM783002;AKM783;2;27.09.2004;1;24290502;Suspension file pocket;;;en;EN;;4;0;s;2
AKM784002;AKM784;2;27.09.2004;1;24290503;Suspension folder;;;en;EN;;4;0;s;2
AKM785002;AKM785;2;27.09.2004;1;24290504;Suspension collector;;;en;EN;;4;0;s;2
AKM786002;AKM786;2;27.09.2004;1;24290505;Suspension file;;;en;EN;;4;0;s;2
AKM787002;AKM787;2;27.09.2004;1;24290506;Suspension missing card;;;en;EN;;4;0;s;2
AKM788002;AKM788;2;27.09.2004;1;24290507;Suspension signalization card;;;en;EN;;4;0;s;2
AKM789002;AKM789;2;27.09.2004;1;24290508;Suspension box;;;en;EN;;4;0;s;2
AKM790002;AKM790;2;27.09.2004;1;24290509;Lid for unit box;;;en;EN;;4;0;s;2
AKM791002;AKM791;2;27.09.2004;1;24290510;Follow-up file set;;;en;EN;;4;0;s;2
AKF548002;AKF548;2;27.09.2004;1;24290590;Suspension filing system (unclassified);;;en;EN;;4;0;;
AKF549002;AKF549;2;27.09.2004;1;24290600;Suspension filling system (oscilating);;;en;EN;;3;1;;
AKM792002;AKM792;2;27.09.2004;1;24290601;Suspension binder (oscilating);;;en;EN;;4;0;s;2
AKM793002;AKM793;2;27.09.2004;1;24290602;Suspension pocket (oscilating);;;en;EN;;4;0;s;2
AKM794002;AKM794;2;27.09.2004;1;24290603;Suspension x-ray pocket (oscilating);;;en;EN;;4;0;s;2
AKM795002;AKM795;2;27.09.2004;1;24290604;Suspension folder (oscilating);;;en;EN;;4;0;s;2
AKM796002;AKM796;2;27.09.2004;1;24290605;Suspension collector (oscilating);;;en;EN;;4;0;s;2
AKM797002;AKM797;2;27.09.2004;1;24290606;Suspension file (oscilating);;;en;EN;;4;0;s;2
AKM798002;AKM798;2;27.09.2004;1;24290607;Suspension missing card (oscilating);;;en;EN;;4;0;s;2
AKM799002;AKM799;2;27.09.2004;1;24290608;Suspension signalization card (oscilating);;;en;EN;;4;0;s;2
AKM800002;AKM800;2;27.09.2004;1;24290609;Suspension index sheet (oscilating);;;en;EN;;4;0;s;2
AKF550002;AKF550;2;27.09.2004;1;24290690;Suspension filling system oscilating (unclassified);;;en;EN;;4;0;;
AKF551002;AKF551;2;27.09.2004;1;24290700;Add-in folder for registrar;;;en;EN;;3;1;;
AKM801002;AKM801;2;27.09.2004;1;24290701;Add-in binder;;;en;EN;;4;0;s;2
AKM802002;AKM802;2;27.09.2004;1;24290702;Add-in folder;;;en;EN;;4;0;s;2
AKM803002;AKM803;2;27.09.2004;1;24290703;Place marker card, - pocket;;;en;EN;;4;0;s;2
AKM804002;AKM804;2;27.09.2004;1;24290704;Place marker card;;;en;EN;;4;0;s;2
AKF552002;AKF552;2;27.09.2004;1;24290790;Add-in folder for registrar (unclassified);;;en;EN;;4;0;;
AKF553002;AKF553;2;27.09.2004;1;24290800;Registrar accessory;;;en;EN;;3;1;;
AKM805002;AKM805;2;27.09.2004;1;24290801;Suspension rail;;;en;EN;;4;0;s;2
AKM806002;AKM806;2;27.09.2004;1;24290802;Insert binding strip;;;en;EN;;4;0;s;2
AKM807002;AKM807;2;27.09.2004;1;24290803;Tacking-sleeve;;;en;EN;;4;0;s;2
AKM808002;AKM808;2;27.09.2004;1;24290804;Clear view tab;;;en;EN;;4;0;s;2
AKM809002;AKM809;2;27.09.2004;1;24290805;Paper label for registrar;;;en;EN;;4;0;s;2
AKM810002;AKM810;2;27.09.2004;1;24290806;PC label for suspension folder;;;en;EN;;4;0;s;2
AKM811002;AKM811;2;27.09.2004;1;24290807;Label for registrar, preprinted;;;en;EN;;4;0;s;2
AKM812002;AKM812;2;27.09.2004;1;24290808;Protection film for lable;;;en;EN;;4;0;s;2
AKM813002;AKM813;2;27.09.2004;1;24290809;Plug signal, colour signal;;;en;EN;;4;0;s;2
AKM814002;AKM814;2;27.09.2004;1;24290810;See-throug bar;;;en;EN;;4;0;s;2
AKM815002;AKM815;2;27.09.2004;1;24290811;Strip for organization;;;en;EN;;4;0;s;2
AKM816002;AKM816;2;27.09.2004;1;24290812;Label fastening roll;;;en;EN;;4;0;s;2
AKF554002;AKF554;2;27.09.2004;1;24290890;Registrar accessory (unclassified);;;en;EN;;4;0;;
AKF555002;AKF555;2;27.09.2004;1;24290900;Storage system;;;en;EN;;3;1;;
AKM817002;AKM817;2;27.09.2004;1;24290901;Archiv file;;;en;EN;;4;0;s;2
AKM818002;AKM818;2;27.09.2004;1;24290902;Storage box, storage magazine file;;;en;EN;;4;0;s;2
AKM819002;AKM819;2;27.09.2004;1;24290903;Archiv drawer;;;en;EN;;4;0;s;2
AKM820002;AKM820;2;27.09.2004;1;24290904;Archiv magazin file;;;en;EN;;4;0;s;2
AKM821002;AKM821;2;27.09.2004;1;24290905;Archiv roll, archive tube;;;en;EN;;4;0;s;2
AKF556002;AKF556;2;27.09.2004;1;24290990;Storage system (unclassified);;;en;EN;;4;0;;
AKF557002;AKF557;2;27.09.2004;1;24291000;Storage system accessory;;;en;EN;;3;1;;
AKM822002;AKM822;2;27.09.2004;1;24291001;Archiv sheath;;;en;EN;;4;0;s;2
AKM823002;AKM823;2;27.09.2004;1;24291002;Transfer mechanism;;;en;EN;;4;0;s;2
AKM824002;AKM824;2;27.09.2004;1;24291003;Storage rod;;;en;EN;;4;0;s;2
AKM825002;AKM825;2;27.09.2004;1;24291004;Threat totack files;;;en;EN;;4;0;s;2
AKF558002;AKF558;2;27.09.2004;1;24291090;Storage system accessory (unclassified);;;en;EN;;4;0;;
AKF559002;AKF559;2;27.09.2004;1;24291100;Letter tray, filing tray, magazine file;;;en;EN;;3;1;;
AKF560002;AKF560;2;27.09.2004;1;24291101;Letter tray, filing tray;;;en;EN;;4;0;s;2
AKM826002;AKM826;2;27.09.2004;1;24291102;Letter tray stacking system;;;en;EN;;4;0;s;2
AKM827002;AKM827;2;27.09.2004;1;24291103;Drawer box;;;en;EN;;4;0;s;2
AKM828002;AKM828;2;27.09.2004;1;24291104;Drawer for drawer box;;;en;EN;;4;0;s;2
AKM829002;AKM829;2;27.09.2004;1;24291105;Document case;;;en;EN;;4;0;s;2
AKM830002;AKM830;2;27.09.2004;1;24291106;Magazine file;;;en;EN;;4;0;s;2
AKF561002;AKF561;2;27.09.2004;1;24291190;Letter tray, filling tray (unclassified);;;en;EN;;4;0;;
AKF562002;AKF562;2;27.09.2004;1;24291200;Tray accessory;;;en;EN;;3;1;;
AKM831002;AKM831;2;27.09.2004;1;24291201;Blank lable for trays, -drawer boxes, -magazine files;;;en;EN;;4;0;s;2
AKM832002;AKM832;2;27.09.2004;1;24291202;Stacking frame;;;en;EN;;4;0;s;2
AKM833002;AKM833;2;27.09.2004;1;24291203;Surface for stacking module;;;en;EN;;4;0;s;2
AKM834002;AKM834;2;27.09.2004;1;24291204;Drawer inlay for drawer boxes;;;en;EN;;4;0;s;2
AKM835002;AKM835;2;27.09.2004;1;24291205;Rubber foot for lettertray;;;en;EN;;4;0;s;2
AKM836002;AKM836;2;27.09.2004;1;24291206;Tray divider, divider for magazine files;;;en;EN;;4;0;s;2
AKF563002;AKF563;2;27.09.2004;1;24291290;Tray accessory (unclassified);;;en;EN;;4;0;;
AKF564002;AKF564;2;27.09.2004;1;24291300;Portfolio files;;;en;EN;;3;1;;
AKM837002;AKM837;2;27.09.2004;1;24291301;Plain folder;;;en;EN;;4;0;s;2
AKM838002;AKM838;2;27.09.2004;1;24291302;Circulating folder;;;en;EN;;4;0;s;2
AKM839002;AKM839;2;27.09.2004;1;24291303;Document box, collecting box;;;en;EN;;4;0;s;2
AKM840002;AKM840;2;27.09.2004;1;24291304;Span folder;;;en;EN;;4;0;s;2
AKF565002;AKF565;2;27.09.2004;1;24291305;Portfolio file, drawing portfolio;;;en;EN;;4;0;s;2
AKF566002;AKF566;2;27.09.2004;1;24291390;Portfolio file (unclassified);;;en;EN;;4;0;;
AKF567002;AKF567;2;27.09.2004;1;24291400;Presentation folder;;;en;EN;;3;1;;
AKF568002;AKF568;2;27.09.2004;1;24291401;Quotation folder;;;en;EN;;4;0;s;2
AKF569002;AKF569;2;27.09.2004;1;24291402;Job application folder;;;en;EN;;4;0;s;2
AKF570002;AKF570;2;27.09.2004;1;24291403;Clipfile;;;en;EN;;4;0;s;2
AKF571002;AKF571;2;27.09.2004;1;24291404;Clamping rail;;;en;EN;;4;0;s;2
AKF572002;AKF572;2;27.09.2004;1;24291405;Report cover;;;en;EN;;4;0;s;2
AKF573002;AKF573;2;27.09.2004;1;24291406;Display book;;;en;EN;;4;0;s;2
AKF574002;AKF574;2;27.09.2004;1;24291407;Ring binder;;;en;EN;;4;0;s;2
AKF575002;AKF575;2;27.09.2004;1;24291408;Rillstab transparent folder;;;en;EN;;4;0;s;2
AKF576002;AKF576;2;27.09.2004;1;24291409;Clip file, clip organizer;;;en;EN;;4;0;s;2
AKF577002;AKF577;2;27.09.2004;1;24291490;Presentation folder (unclassified);;;en;EN;;4;0;;
AKF578002;AKF578;2;27.09.2004;1;24291500;Organization folder;;;en;EN;;3;1;;
AKF579002;AKF579;2;27.09.2004;1;24291501;Desk organizer;;;en;EN;;4;0;s;2
AKM841002;AKM841;2;27.09.2004;1;24291502;Sorting file, expanding file;;;en;EN;;4;0;s;2
AKM842002;AKM842;2;27.09.2004;1;24291503;Sorting case;;;en;EN;;4;0;s;2
AKM843002;AKM843;2;27.09.2004;1;24291504;Signature file;;;en;EN;;4;0;s;2
AKM844002;AKM844;2;27.09.2004;1;24291505;Stamp file;;;en;EN;;4;0;s;2
AKF580002;AKF580;2;27.09.2004;1;24291590;Organization folder (unclassified);;;en;EN;;4;0;;
AKF581002;AKF581;2;27.09.2004;1;24291600;Book file;;;en;EN;;3;1;;
AKM845002;AKM845;2;27.09.2004;1;24291601;Flat file;;;en;EN;;4;0;s;2
AAY072004;AAY072;4;27.09.2004;1;24291602;Spiral, tubular file;;;en;EN;;4;0;s;2
AKM846002;AKM846;2;27.09.2004;1;24291603;Quotation-, presentation folder;;;en;EN;;4;0;s;2
AKM847002;AKM847;2;27.09.2004;1;24291604;Job application file;;;en;EN;;4;0;s;2
AKM848002;AKM848;2;27.09.2004;1;24291605;Personal flat file, organization flat file;;;en;EN;;4;0;s;2
AKM849002;AKM849;2;27.09.2004;1;24291606;Double file;;;en;EN;;4;0;s;2
AKF582002;AKF582;2;27.09.2004;1;24291607;Insertion flat file;;;en;EN;;4;0;s;2
AKF583002;AKF583;2;27.09.2004;1;24291690;Book file (unclassified);;;en;EN;;4;0;;
AKF584002;AKF584;2;27.09.2004;1;24291700;Flat file accessory;;;en;EN;;3;1;;
AKM850002;AKM850;2;27.09.2004;1;24291701;Rapid file accessory;;;en;EN;;4;0;s;2
AKM851002;AKM851;2;27.09.2004;1;24291702;Compressor bar for rapid file;;;en;EN;;4;0;s;2
AKM852002;AKM852;2;27.09.2004;1;24291703;Suspension rail for rapid file;;;en;EN;;4;0;s;2
AKM853002;AKM853;2;27.09.2004;1;24291704;Paper label for for rapid file;;;en;EN;;4;0;s;2
AKF585002;AKF585;2;27.09.2004;1;24291790;Flat file accessory (unclassified);;;en;EN;;4;0;;
AKF586002;AKF586;2;27.09.2004;1;24291800;Ring binder;;;en;EN;;3;1;;
AKM854002;AKM854;2;27.09.2004;1;24291801;Ring binder, presentation ring binder;;;en;EN;;4;0;s;2
AKM855002;AKM855;2;27.09.2004;1;24291802;Suspension ring binder;;;en;EN;;4;0;s;2
AKM856002;AKM856;2;27.09.2004;1;24291803;Table flipchart;;;en;EN;;4;0;s;2
AKF587002;AKF587;2;27.09.2004;1;24291890;Ring binder (unclassified);;;en;EN;;4;0;;
AKF588002;AKF588;2;27.09.2004;1;24291900;Ring binder accessory;;;en;EN;;3;1;;
AKM857002;AKM857;2;27.09.2004;1;24291901;Wire compressor;;;en;EN;;4;0;s;2
AKM858002;AKM858;2;27.09.2004;1;24291902;Finger hole ring;;;en;EN;;4;0;s;2
AKF589002;AKF589;2;27.09.2004;1;24291990;Ring binder accessory (unclassified);;;en;EN;;4;0;;
AKF590002;AKF590;2;27.09.2004;1;24292000;See-throug folder, protective cover;;;en;EN;;3;1;;
AKM859002;AKM859;2;27.09.2004;1;24292001;Perforated plastic pocket;;;en;EN;;4;0;s;2
AKM860002;AKM860;2;27.09.2004;1;24292002;See-throug folder;;;en;EN;;4;0;s;2
AKM861002;AKM861;2;27.09.2004;1;24292003;Pocket for table flipchart;;;en;EN;;4;0;s;2
AKM862002;AKM862;2;27.09.2004;1;24292004;Document pocket;;;en;EN;;4;0;s;2
AKM863002;AKM863;2;27.09.2004;1;24292005;Protective cover for plan;;;en;EN;;4;0;s;2
AKM864002;AKM864;2;27.09.2004;1;24292006;Hanging pocket,information pocket;;;en;EN;;4;0;s;2
AKM865002;AKM865;2;27.09.2004;1;24292007;Pouch with pression bar closure;;;en;EN;;4;0;s;2
AKM866002;AKM866;2;27.09.2004;1;24292008;Zip pocket;;;en;EN;;4;0;s;2
AKM867002;AKM867;2;27.09.2004;1;24292009;Identity card pocket, card pocket, collector pocket;;;en;EN;;4;0;s;2
AKM868002;AKM868;2;27.09.2004;1;24292010;Dictation folder;;;en;EN;;4;0;s;2
AKM869002;AKM869;2;27.09.2004;1;24292011;Fax carrier pocket;;;en;EN;;4;0;s;2
AKM870002;AKM870;2;27.09.2004;1;24292012;OHP protection pocket;;;en;EN;;4;0;s;2
AKM871002;AKM871;2;27.09.2004;1;24292013;Ring binder pocket;;;en;EN;;4;0;s;2
AKM872002;AKM872;2;27.09.2004;1;24292014;Rillstab pouch;;;en;EN;;4;0;s;2
AKM873002;AKM873;2;27.09.2004;1;24292015;Self-adhesive pocket;;;en;EN;;4;0;s;2
AKM874002;AKM874;2;27.09.2004;1;24292016;Self-adhesive folder;;;en;EN;;4;0;s;2
AKM875002;AKM875;2;27.09.2004;1;24292017;Slide pocket;;;en;EN;;4;0;s;2
AKM876002;AKM876;2;27.09.2004;1;24292018;Photo pocket;;;en;EN;;4;0;s;2
AKM877002;AKM877;2;27.09.2004;1;24292019;Photo pouch;;;en;EN;;4;0;s;2
AAY071004;AAY071;4;27.09.2004;1;24292020;Self-adhesive laminating pouches;;;en;EN;;4;0;s;2
AKM878002;AKM878;2;27.09.2004;1;24292021;Document protection film;;;en;EN;;4;0;s;2
AKF591002;AKF591;2;27.09.2004;1;24292090;See-throug folder, protective cover (unclassified);;;en;EN;;4;0;;
AKF592002;AKF592;2;27.09.2004;1;24292100;Continuous paper storage;;;en;EN;;3;1;;
AKM879002;AKM879;2;27.09.2004;1;24292101;Continuous paper folder;;;en;EN;;4;0;s;2
AKM880002;AKM880;2;27.09.2004;1;24292102;Continious paper ring binder;;;en;EN;;4;0;s;2
AKM881002;AKM881;2;27.09.2004;1;24292103;Continious paper register;;;en;EN;;4;0;s;2
AKF593002;AKF593;2;27.09.2004;1;24292190;Continuous paper storage (unclassified);;;en;EN;;4;0;;
AKF594002;AKF594;2;27.09.2004;1;24292200;Organisation aid;;;en;EN;;3;1;;
AKM882002;AKM882;2;27.09.2004;1;24292201;Filing strip fastener;;;en;EN;;4;0;s;2
AKM883002;AKM883;2;27.09.2004;1;24292202;Plastic cover accessory;;;en;EN;;4;0;s;2
AKM884002;AKM884;2;27.09.2004;1;24292203;Filling bar for flyer;;;en;EN;;4;0;s;2
AAB195003;AAB195;3;27.09.2004;1;24292204;Hole-reinforcing ring and strips;;;en;EN;;4;0;s;2
AKF595002;AKF595;2;27.09.2004;1;24292205;Badge frame, badge pocket;;;en;EN;;4;0;s;2
AKF596002;AKF596;2;27.09.2004;1;24292206;Insert card for badge frames;;;en;EN;;4;0;s;2
AKM885002;AKM885;2;27.09.2004;1;24292207;Self-adhesive tab;;;en;EN;;4;0;s;2
AKF597002;AKF597;2;27.09.2004;1;24292290;Organisation aid (unclassified);;;en;EN;;4;0;;
AKF598002;AKF598;2;27.09.2004;1;24292300;Card index container;;;en;EN;;3;1;;
AKM886002;AKM886;2;27.09.2004;1;24292301;Card file box;;;en;EN;;4;0;s;2
AKM887002;AKM887;2;27.09.2004;1;24292302;Open card index container;;;en;EN;;4;0;s;2
AKF599002;AKF599;2;27.09.2004;1;24292390;Card index container (unclassified);;;en;EN;;4;0;;
AKF600002;AKF600;2;27.09.2004;1;24292400;File card;;;en;EN;;3;1;;
AKM888002;AKM888;2;27.09.2004;1;24292401;File card;;;en;EN;;4;0;s;2
AKM889002;AKM889;2;27.09.2004;1;24292402;PC file card;;;en;EN;;4;0;s;2
AKM890002;AKM890;2;27.09.2004;1;24292403;File card for special application;;;en;EN;;4;0;s;2
AKM891002;AKM891;2;27.09.2004;1;24292404;Representative ring binder;;;en;EN;;4;0;s;2
AKF601002;AKF601;2;27.09.2004;1;24292490;File card (unclassified);;;en;EN;;4;0;;
AKF602002;AKF602;2;27.09.2004;1;24292500;Card file accessory;;;en;EN;;3;1;;
AKM892002;AKM892;2;27.09.2004;1;24292501;Devider for card file box, -container;;;en;EN;;4;0;s;2
AKM893002;AKM893;2;27.09.2004;1;24292502;Guide card index;;;en;EN;;4;0;s;2
AKF603002;AKF603;2;27.09.2004;1;24292503;Index tab;;;en;EN;;4;0;s;2
AKM894002;AKM894;2;27.09.2004;1;24292504;Insert card for index tab;;;en;EN;;4;0;s;2
AKF604002;AKF604;2;27.09.2004;1;24292590;Card file accessory (unclassified);;;en;EN;;4;0;;
AKF605002;AKF605;2;27.09.2004;1;24292600;Microfiche storage;;;en;EN;;3;1;s;
AKM895002;AKM895;2;27.09.2004;1;24292601;Microfiche storage box;;;en;EN;;4;0;s;2
AKM896002;AKM896;2;27.09.2004;1;24292602;Microfiche storage ringbinder;;;en;EN;;4;0;s;2
AKM897002;AKM897;2;27.09.2004;1;24292603;Microfiche storage panel;;;en;EN;;4;0;s;2
AKM898002;AKM898;2;27.09.2004;1;24292604;Microfiche suspension storage file;;;en;EN;;4;0;s;2
AKF606002;AKF606;2;27.09.2004;1;24292690;Microfiche storage (unclassified);;;en;EN;;4;0;;
AKF607002;AKF607;2;27.09.2004;1;24292700;Display panel;;;en;EN;;3;1;;
AKM899002;AKM899;2;27.09.2004;1;24292701;Display panel;;;en;EN;;4;0;s;2
AKM900002;AKM900;2;27.09.2004;1;24292702;Display panel stand;;;en;EN;;4;0;s;2
AKM901002;AKM901;2;27.09.2004;1;24292703;Display panel swing arm;;;en;EN;;4;0;s;2
AKM902002;AKM902;2;27.09.2004;1;24292704;Display panel wall unit;;;en;EN;;4;0;s;2
AKF608002;AKF608;2;27.09.2004;1;24292790;Display panel (unclassified);;;en;EN;;4;0;;
AKF609002;AKF609;2;27.09.2004;1;24292800;Microfiche storage-, display panel accessory;;;en;EN;;3;1;;
AKM903002;AKM903;2;27.09.2004;1;24292801;Microfiche pouch self-adhesive;;;en;EN;;4;0;s;2
AKM904002;AKM904;2;27.09.2004;1;24292802;Tab for storage panel;;;en;EN;;4;0;s;2
AKM905002;AKM905;2;27.09.2004;1;24292803;Tab for display panel;;;en;EN;;4;0;s;2
AKF610002;AKF610;2;27.09.2004;1;24292890;Microfiche storage, display panel accessory (unclassified);;;en;EN;;4;0;;
AKM906002;AKM906;2;27.09.2004;1;24292891;Microfiche storage, display panel (parts);;;en;EN;;4;0;s;2
AKF611002;AKF611;2;27.09.2004;1;24292900;Money deposit;;;en;EN;;3;1;;
AKF612002;AKF612;2;27.09.2004;1;24292901;Coin counter tray, note compartement;;;en;EN;;4;0;s;2
AKM907002;AKM907;2;27.09.2004;1;24292902;Cash box, cash case;;;en;EN;;4;0;s;2
AKM908002;AKM908;2;27.09.2004;1;24292903;Coint tray, counter box;;;en;EN;;4;0;s;2
AKM909002;AKM909;2;27.09.2004;1;24292904;Document box;;;en;EN;;4;0;s;2
AKF613002;AKF613;2;27.09.2004;1;24292990;Money deposit (unclassified);;;en;EN;;4;0;;
AKF614002;AKF614;2;27.09.2004;1;24293000;Money deposit accessory;;;en;EN;;3;1;;
AKF615002;AKF615;2;27.09.2004;1;24293001;Banknote tester;;;en;EN;;4;0;s;2
AKF616002;AKF616;2;27.09.2004;1;24293002;Coin roller;;;en;EN;;4;0;;2
AKF617002;AKF617;2;27.09.2004;1;24293003;Coin-, banknote counting supplies;;;en;EN;;4;0;s;2
AKF618002;AKF618;2;27.09.2004;1;24293004;Coin bag;;;en;EN;;4;0;s;2
AKF619002;AKF619;2;27.09.2004;1;24293090;Money deposit accessory (unclassified);;;en;EN;;4;0;;
AKP146002;AKP146;2;27.09.2004;1;24293100;POS display, arrangement, archiving (filled);;;en;EN;;3;1;;
AKP147002;AKP147;2;27.09.2004;1;24293190;POS display, arrangement, archiving (filled, unclassified);;;en;EN;;4;0;;2
AKP148002;AKP148;2;27.09.2004;1;24293200;Goods package, arrangement, archiving;;;en;EN;;3;1;;
AKP149002;AKP149;2;27.09.2004;1;24293290;Goods package, arrangement, archiving (unclassified);;;en;EN;;4;0;;2
BAA300001;BAA300;1;27.09.2004;1;24293300;Cash system;;;en;EN;;3;1;;
BAA259001;BAA259;1;27.09.2004;1;24293301;Cash register;;;en;EN;;4;0;;
BAA314001;BAA314;1;27.09.2004;1;24293390;Cash system (other, unclassified);;;en;EN;;4;0;;
AKF620002;AKF620;2;27.09.2004;1;24300000;Scheduling, presentation, calendar;;;en;EN;;2;1;;
AKF621002;AKF621;2;27.09.2004;1;24300100;Flipchart;;;en;EN;;3;1;;
AKM910002;AKM910;2;27.09.2004;1;24300101;Flipchart;;;en;EN;;4;0;s;2
AKM911002;AKM911;2;27.09.2004;1;24300102;Flipchart board;;;en;EN;;4;0;s;2
AKM912002;AKM912;2;27.09.2004;1;24300103;Flipchart foil dispenser;;;en;EN;;4;0;s;2
AKF622002;AKF622;2;27.09.2004;1;24300190;Flipchart (unclassified);;;en;EN;;4;0;;
AKF623002;AKF623;2;27.09.2004;1;24300200;Flipchart accessories;;;en;EN;;3;1;;
AKM913002;AKM913;2;27.09.2004;1;24300201;Flipchart paper;;;en;EN;;4;0;s;2
AKM914002;AKM914;2;27.09.2004;1;24300202;Film for flipchart film dispenser;;;en;EN;;4;0;s;2
AKM915002;AKM915;2;27.09.2004;1;24300203;Carrier bag for flipchart, - flipchart dispenser;;;en;EN;;4;0;s;2
AKF624002;AKF624;2;27.09.2004;1;24300290;Flipchart accessory (unclassified);;;en;EN;;4;0;;
AKF625002;AKF625;2;27.09.2004;1;24300300;Office board;;;en;EN;;3;1;s;
AKM916002;AKM916;2;27.09.2004;1;24300301;Magnetic whiteboard;;;en;EN;;4;0;s;2
AKM917002;AKM917;2;27.09.2004;1;24300302;Whiteboard;;;en;EN;;4;0;s;2
AKM918002;AKM918;2;27.09.2004;1;24300303;Chalk board;;;en;EN;;4;0;s;2
AKM919002;AKM919;2;27.09.2004;1;24300304;Multi-function board;;;en;EN;;4;0;s;2
AKM920002;AKM920;2;27.09.2004;1;24300305;Planning board;;;en;EN;;4;0;s;2
AKM921002;AKM921;2;27.09.2004;1;24300306;T-card board, channel planer;;;en;EN;;4;0;s;2
AKM922002;AKM922;2;27.09.2004;1;24300307;Self sticking board;;;en;EN;;4;0;s;2
AKM923002;AKM923;2;27.09.2004;1;24300308;Corkboard;;;en;EN;;4;0;s;2
AKM924002;AKM924;2;27.09.2004;1;24300309;Felt board;;;en;EN;;4;0;s;2
AKM925002;AKM925;2;27.09.2004;1;24300310;Map board;;;en;EN;;4;0;s;2
AKM926002;AKM926;2;27.09.2004;1;24300311;Planning board for sport event;;;en;EN;;4;0;s;2
AKM927002;AKM927;2;27.09.2004;1;24300312;Punched metal sheet board;;;en;EN;;4;0;s;2
AKM928002;AKM928;2;27.09.2004;1;24300313;Presentation board;;;en;EN;;4;0;s;2
AKF626002;AKF626;2;27.09.2004;1;24300390;Office board (unclassified);;;en;EN;;4;0;;
